Strategy,Start,End,Ann_Return,Max_DD,Sharpe
Illustrative Equal-Weight Composite: LUMBER + WHEAT + CORN,1978-01-01,2023-12-01,7.3282074822021315,-16.30006415515039,0.7323640833175008
